sport,league,event_ticker,market_ticker,game_id,home_team,away_team,commence_time,selection,yes_bid,yes_ask,implied_prob_mid,executable_prob_yes,spread_cost_frac,volume,volume_24h,open_interest,yes_bid_size,yes_ask_size,status,source,fetched_at
soccer,EPL,KXEPLGAME-26SEP13MUNMCI,KXEPLGAME-26SEP13MUNMCI-TIE,,,,2026-09-13T18:30:00Z,Tie,0.24,0.25,0.245,0.25,0.020408163265306145,3707.27,888.86,3392.81,9188.56,56421.3,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP14LEENEW,KXEPLGAME-26SEP14LEENEW-LEE,,,,2026-09-14T22:00:00Z,Leeds United,0.39,0.4,0.395,0.4,0.012658227848101333,826.56,211.12,778.84,1012.09,4234.8,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP14LEENEW,KXEPLGAME-26SEP14LEENEW-NEW,,,,2026-09-14T22:00:00Z,Newcastle,0.33,0.34,0.335,0.34,0.014925373134328401,14403.69,1526.18,14050.37,25.91,6331.73,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP14LEENEW,KXEPLGAME-26SEP14LEENEW-TIE,,,,2026-09-14T22:00:00Z,Tie,0.26,0.27,0.265,0.27,0.018867924528301883,998.0,329.61,959.81,2350.37,1369.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP18BRECFC,KXEPLGAME-26SEP18BRECFC-BRE,,,,2026-09-18T22:00:00Z,Brentford,0.34,0.35,0.345,0.35,0.01449275362318847,99.1,26.0,99.1,30.0,1538.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP18BRECFC,KXEPLGAME-26SEP18BRECFC-CFC,,,,2026-09-18T22:00:00Z,Chelsea,0.4,0.41,0.405,0.41,0.012345679012345512,7261.39,1889.06,7058.19,38.32,13590.52,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP18BRECFC,KXEPLGAME-26SEP18BRECFC-TIE,,,,2026-09-18T22:00:00Z,Tie,0.25,0.26,0.255,0.26,0.019607843137254832,480.4,178.0,463.4,200.0,15994.35,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19BRIARS,KXEPLGAME-26SEP19BRIARS-ARS,,,,2026-09-19T17:00:00Z,Arsenal,0.57,0.58,0.575,0.58,0.008695652173912993,28093.47,5358.15,24849.97,2.3,16769.7,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19BRIARS,KXEPLGAME-26SEP19BRIARS-BRI,,,,2026-09-19T17:00:00Z,Brighton,0.2,0.22,0.21000000000000002,0.22,0.04761904761904745,1060.09,0.0,1017.13,6672.33,14390.46,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19BRIARS,KXEPLGAME-26SEP19BRIARS-TIE,,,,2026-09-19T17:00:00Z,Tie,0.22,0.24,0.22999999999999998,0.24,0.04347826086956519,333.22,200.0,225.62,8912.33,12600.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19EVEIPS,KXEPLGAME-26SEP19EVEIPS-EVE,,,,2026-09-19T17:00:00Z,Everton,0.52,0.54,0.53,0.54,0.018867924528301883,150.88,0.0,89.03,2504.25,4358.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19EVEIPS,KXEPLGAME-26SEP19EVEIPS-IPS,,,,2026-09-19T17:00:00Z,Ipswich Town,0.21,0.22,0.215,0.22,0.023255813953488413,69.73,0.0,69.73,2079.0,4339.26,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19EVEIPS,KXEPLGAME-26SEP19EVEIPS-TIE,,,,2026-09-19T17:00:00Z,Tie,0.25,0.26,0.255,0.26,0.019607843137254832,152.01,0.0,152.01,2079.0,4339.28,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19NEWHUL,KXEPLGAME-26SEP19NEWHUL-HUL,,,,2026-09-19T17:00:00Z,Hull City,0.14,0.15,0.14500000000000002,0.15,0.0344827586206895,529.99,218.76,435.61,2323.0,4304.26,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19NEWHUL,KXEPLGAME-26SEP19NEWHUL-NEW,,,,2026-09-19T17:00:00Z,Newcastle,0.64,0.65,0.645,0.65,0.007751937984496138,239.04,1.47,239.04,2540.01,200.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19NEWHUL,KXEPLGAME-26SEP19NEWHUL-TIE,,,,2026-09-19T17:00:00Z,Tie,0.19,0.21,0.2,0.21,0.04999999999999982,297.29,0.0,297.29,2483.8,6421.17,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19NFOCOV,KXEPLGAME-26SEP19NFOCOV-COV,,,,2026-09-19T19:30:00Z,Coventry,0.2,0.22,0.21000000000000002,0.22,0.04761904761904745,40.0,20.0,40.0,2727.83,4297.66,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19NFOCOV,KXEPLGAME-26SEP19NFOCOV-NFO,,,,2026-09-19T19:30:00Z,Nottingham Forest,0.53,0.55,0.54,0.55,0.0185185185185186,289.65,33.28,255.65,2204.18,5350.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19NFOCOV,KXEPLGAME-26SEP19NFOCOV-TIE,,,,2026-09-19T19:30:00Z,Tie,0.24,0.25,0.245,0.25,0.020408163265306145,129.0,129.0,129.0,2413.04,4211.72,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19TOTAVL,KXEPLGAME-26SEP19TOTAVL-AVL,,,,2026-09-19T14:30:00Z,Aston Villa,0.26,0.27,0.265,0.27,0.018867924528301883,12022.76,9924.44,11988.76,81.84,5649.13,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19TOTAVL,KXEPLGAME-26SEP19TOTAVL-TIE,,,,2026-09-19T14:30:00Z,Tie,0.25,0.26,0.255,0.26,0.019607843137254832,227.75,71.0,227.75,317.9,16035.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP19TOTAVL,KXEPLGAME-26SEP19TOTAVL-TOT,,,,2026-09-19T14:30:00Z,Tottenham,0.47,0.48,0.475,0.48,0.010526315789473717,154.11,31.11,154.11,460.0,1958.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20BOULFC,KXEPLGAME-26SEP20BOULFC-BOU,,,,2026-09-20T16:00:00Z,Bournemouth,0.28,0.3,0.29000000000000004,0.3,0.0344827586206895,371.02,301.0,369.02,616.0,1441.88,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20BOULFC,KXEPLGAME-26SEP20BOULFC-LFC,,,,2026-09-20T16:00:00Z,Liverpool,0.46,0.47,0.46499999999999997,0.47,0.010752688172043001,3725.36,1168.75,3725.36,211.38,200.9,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20BOULFC,KXEPLGAME-26SEP20BOULFC-TIE,,,,2026-09-20T16:00:00Z,Tie,0.23,0.25,0.24,0.25,0.04166666666666674,76.0,37.0,75.0,510.22,3785.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20FULMUN,KXEPLGAME-26SEP20FULMUN-FUL,,,,2026-09-20T18:30:00Z,Fulham,0.26,0.28,0.27,0.28,0.03703703703703698,44.0,44.0,34.0,782.66,2013.82,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20FULMUN,KXEPLGAME-26SEP20FULMUN-MUN,,,,2026-09-20T18:30:00Z,Manchester United,0.47,0.48,0.475,0.48,0.010526315789473717,3243.59,1447.82,3243.59,299.04,0.28,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20FULMUN,KXEPLGAME-26SEP20FULMUN-TIE,,,,2026-09-20T18:30:00Z,Tie,0.24,0.25,0.245,0.25,0.020408163265306145,0.0,0.0,0.0,130.0,179.7,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20LEECRY,KXEPLGAME-26SEP20LEECRY-CRY,,,,2026-09-20T16:00:00Z,Crystal Palace,0.26,0.28,0.27,0.28,0.03703703703703698,35.29,0.0,35.29,590.0,329.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20LEECRY,KXEPLGAME-26SEP20LEECRY-LEE,,,,2026-09-20T16:00:00Z,Leeds United,0.45,0.48,0.46499999999999997,0.48,0.032258064516129004,256.01,0.0,256.01,362.0,1200.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20LEECRY,KXEPLGAME-26SEP20LEECRY-TIE,,,,2026-09-20T16:00:00Z,Tie,0.26,0.27,0.265,0.27,0.018867924528301883,22.02,0.0,11.01,200.0,11.01,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20MCISUN,KXEPLGAME-26SEP20MCISUN-MCI,,,,2026-09-20T16:00:00Z,Manchester City,0.77,0.79,0.78,0.79,0.012820512820512775,3040.2,285.84,3010.63,5.0,2960.12,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20MCISUN,KXEPLGAME-26SEP20MCISUN-SUN,,,,2026-09-20T16:00:00Z,Sunderland,0.06,0.08,0.07,0.08,0.1428571428571428,907.71,616.61,648.71,1778.55,2000.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
soccer,EPL,KXEPLGAME-26SEP20MCISUN,KXEPLGAME-26SEP20MCISUN-TIE,,,,2026-09-20T16:00:00Z,Tie,0.14,0.15,0.14500000000000002,0.15,0.0344827586206895,661.63,661.63,661.63,655.99,1306.0,active,kalshi,2026-09-10T16:49:01.948514+00:00
