game_id,sport,league,season,week,game_date,home_team,away_team,home_score,away_score,home_odds_decimal,away_odds_decimal,draw_odds_decimal,spread_line,total_line,source,ingested_at,result,kickoff_utc
2018_01_ATL_PHI,nfl,NFL,2018,1,2018-09-06,PHI,ATL,18.0,12.0,1.9433962264150944,1.9615384615384617,,1.0,44.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-07T00:20:00+00:00
2018_01_BUF_BAL,nfl,NFL,2018,1,2018-09-09,BAL,BUF,47.0,3.0,1.2816901408450705,4.09,,7.5,39.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-09T17:00:00+00:00
2018_01_CHI_GB,nfl,NFL,2018,1,2018-09-09,GB,CHI,24.0,23.0,1.3690036900369003,3.4,,6.5,45.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-10T00:20:00+00:00
2018_01_CIN_IND,nfl,NFL,2018,1,2018-09-09,IND,CIN,23.0,34.0,1.9523809523809523,1.9523809523809523,,-1.0,47.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-09T17:00:00+00:00
2018_01_DAL_CAR,nfl,NFL,2018,1,2018-09-09,CAR,DAL,16.0,8.0,1.6711409395973154,2.34,,2.5,42.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-09T20:25:00+00:00
2018_01_HOU_NE,nfl,NFL,2018,1,2018-09-09,NE,HOU,27.0,20.0,1.4166666666666667,3.14,,6.0,49.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-09T17:00:00+00:00
2018_01_JAX_NYG,nfl,NFL,2018,1,2018-09-09,NYG,JAX,15.0,20.0,2.27,1.7092198581560285,,-2.5,43.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-09T17:00:00+00:00
2018_01_KC_LAC,nfl,NFL,2018,1,2018-09-09,LAC,KC,28.0,38.0,1.5405405405405406,2.66,,3.5,48.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-09T20:05:00+00:00
2018_01_PIT_CLE,nfl,NFL,2018,1,2018-09-09,CLE,PIT,21.0,21.0,2.56,1.5780346820809248,,-3.5,41.0,nflverse,2026-09-11T10:54:50.615246+00:00,D,2018-09-09T17:00:00+00:00
2018_01_SEA_DEN,nfl,NFL,2018,1,2018-09-09,DEN,SEA,27.0,24.0,1.5714285714285714,2.5700000000000003,,3.0,42.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-09T20:25:00+00:00
2018_01_SF_MIN,nfl,NFL,2018,1,2018-09-09,MIN,SF,24.0,16.0,1.373134328358209,3.38,,6.0,46.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-09T17:00:00+00:00
2018_01_TB_NO,nfl,NFL,2018,1,2018-09-09,NO,TB,40.0,48.0,1.2222222222222223,4.85,,10.0,50.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-09T17:00:00+00:00
2018_01_TEN_MIA,nfl,NFL,2018,1,2018-09-09,MIA,TEN,27.0,20.0,2.04,1.8695652173913042,,-1.0,43.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-09T17:00:00+00:00
2018_01_WAS_ARI,nfl,NFL,2018,1,2018-09-09,ARI,WAS,6.0,24.0,1.7751937984496124,2.17,,2.0,43.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-09T20:25:00+00:00
2018_01_LA_OAK,nfl,NFL,2018,1,2018-09-10,OAK,LA,13.0,33.0,3.12,1.4201680672268908,,-6.0,47.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-11T02:20:00+00:00
2018_01_NYJ_DET,nfl,NFL,2018,1,2018-09-10,DET,NYJ,17.0,48.0,1.294985250737463,3.97,,7.0,44.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-10T23:10:00+00:00
2018_02_BAL_CIN,nfl,NFL,2018,2,2018-09-13,CIN,BAL,34.0,23.0,1.8695652173913042,2.04,,1.0,43.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-14T00:20:00+00:00
2018_02_ARI_LA,nfl,NFL,2018,2,2018-09-16,LA,ARI,34.0,0.0,1.129032258064516,7.21,,13.5,43.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-16T20:05:00+00:00
2018_02_CAR_ATL,nfl,NFL,2018,2,2018-09-16,ATL,CAR,31.0,24.0,1.4166666666666667,3.14,,5.5,44.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-16T17:00:00+00:00
2018_02_CLE_NO,nfl,NFL,2018,2,2018-09-16,NO,CLE,21.0,18.0,1.2457002457002457,4.51,,10.0,51.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-16T17:00:00+00:00
2018_02_DET_SF,nfl,NFL,2018,2,2018-09-16,SF,DET,30.0,27.0,1.425531914893617,3.1,,6.0,48.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-16T20:05:00+00:00
2018_02_HOU_TEN,nfl,NFL,2018,2,2018-09-16,TEN,HOU,20.0,17.0,2.59,1.5681818181818183,,-3.5,41.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-16T17:00:00+00:00
2018_02_IND_WAS,nfl,NFL,2018,2,2018-09-16,WAS,IND,9.0,21.0,1.4184100418410042,3.13,,6.0,48.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-16T17:00:00+00:00
2018_02_KC_PIT,nfl,NFL,2018,2,2018-09-16,PIT,KC,37.0,42.0,1.5025125628140703,2.79,,4.5,52.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-16T17:00:00+00:00
2018_02_LAC_BUF,nfl,NFL,2018,2,2018-09-16,BUF,LAC,20.0,31.0,3.61,1.3378378378378377,,-7.5,41.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-16T17:00:00+00:00
2018_02_MIA_NYJ,nfl,NFL,2018,2,2018-09-16,NYJ,MIA,12.0,20.0,1.5882352941176472,2.5300000000000002,,3.0,43.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-16T17:00:00+00:00
2018_02_MIN_GB,nfl,NFL,2018,2,2018-09-16,GB,MIN,29.0,29.0,2.1,1.8264462809917354,,-2.0,45.0,nflverse,2026-09-11T10:54:50.615246+00:00,D,2018-09-16T17:00:00+00:00
2018_02_NE_JAX,nfl,NFL,2018,2,2018-09-16,JAX,NE,31.0,20.0,2.2,1.7518796992481203,,-2.0,44.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-16T20:25:00+00:00
2018_02_NYG_DAL,nfl,NFL,2018,2,2018-09-16,DAL,NYG,20.0,13.0,1.6578947368421053,2.38,,3.0,42.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-17T00:20:00+00:00
2018_02_OAK_DEN,nfl,NFL,2018,2,2018-09-16,DEN,OAK,20.0,19.0,1.432900432900433,3.07,,5.5,44.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-16T20:25:00+00:00
2018_02_PHI_TB,nfl,NFL,2018,2,2018-09-16,TB,PHI,27.0,21.0,2.29,1.704225352112676,,-3.0,46.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-16T17:00:00+00:00
2018_02_SEA_CHI,nfl,NFL,2018,2,2018-09-17,CHI,SEA,24.0,17.0,1.432900432900433,3.06,,5.0,42.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-18T00:15:00+00:00
2018_03_NYJ_CLE,nfl,NFL,2018,3,2018-09-20,CLE,NYJ,21.0,17.0,1.5882352941176472,2.5300000000000002,,3.0,41.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-21T00:20:00+00:00
2018_03_BUF_MIN,nfl,NFL,2018,3,2018-09-23,MIN,BUF,6.0,27.0,1.0833333333333333,9.03,,16.5,41.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-23T17:00:00+00:00
2018_03_CHI_ARI,nfl,NFL,2018,3,2018-09-23,ARI,CHI,14.0,16.0,3.24,1.3968253968253967,,-6.0,39.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-23T20:25:00+00:00
2018_03_CIN_CAR,nfl,NFL,2018,3,2018-09-23,CAR,CIN,31.0,21.0,1.704225352112676,2.2800000000000002,,2.5,44.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-23T17:00:00+00:00
2018_03_DAL_SEA,nfl,NFL,2018,3,2018-09-23,SEA,DAL,24.0,13.0,1.8547008547008548,2.06,,1.0,40.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-23T20:25:00+00:00
2018_03_DEN_BAL,nfl,NFL,2018,3,2018-09-23,BAL,DEN,27.0,14.0,1.4444444444444444,3.01,,5.5,46.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-23T17:00:00+00:00
2018_03_GB_WAS,nfl,NFL,2018,3,2018-09-23,WAS,GB,31.0,17.0,2.2199999999999998,1.7407407407407407,,-2.5,46.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-23T17:00:00+00:00
2018_03_IND_PHI,nfl,NFL,2018,3,2018-09-23,PHI,IND,20.0,16.0,1.364963503649635,3.43,,6.5,45.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-23T17:00:00+00:00
2018_03_LAC_LA,nfl,NFL,2018,3,2018-09-23,LA,LAC,35.0,23.0,1.3472222222222223,3.54,,7.5,49.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-23T20:05:00+00:00
2018_03_NE_DET,nfl,NFL,2018,3,2018-09-23,DET,NE,26.0,10.0,3.69,1.326797385620915,,-7.0,55.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-24T00:20:00+00:00
2018_03_NO_ATL,nfl,NFL,2018,3,2018-09-23,ATL,NO,37.0,43.0,1.8,2.13,,1.5,54.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-23T17:00:00+00:00
2018_03_NYG_HOU,nfl,NFL,2018,3,2018-09-23,HOU,NYG,22.0,27.0,1.3861003861003862,3.3,,6.5,44.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-23T17:00:00+00:00
2018_03_OAK_MIA,nfl,NFL,2018,3,2018-09-23,MIA,OAK,28.0,20.0,1.7246376811594204,2.25,,3.0,46.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-23T17:00:00+00:00
2018_03_SF_KC,nfl,NFL,2018,3,2018-09-23,KC,SF,38.0,27.0,1.4,3.22,,6.0,53.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-23T17:00:00+00:00
2018_03_TEN_JAX,nfl,NFL,2018,3,2018-09-23,JAX,TEN,6.0,9.0,1.2409638554216866,4.57,,10.0,39.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-23T17:00:00+00:00
2018_03_PIT_TB,nfl,NFL,2018,3,2018-09-24,TB,PIT,27.0,30.0,1.8547008547008548,2.06,,1.0,55.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-25T00:15:00+00:00
2018_04_MIN_LA,nfl,NFL,2018,4,2018-09-27,LA,MIN,38.0,31.0,1.3115264797507789,3.82,,7.5,48.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-28T00:20:00+00:00
2018_04_BAL_PIT,nfl,NFL,2018,4,2018-09-30,PIT,BAL,14.0,26.0,1.5882352941176472,2.5300000000000002,,3.0,51.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-01T00:20:00+00:00
2018_04_BUF_GB,nfl,NFL,2018,4,2018-09-30,GB,BUF,22.0,0.0,1.273972602739726,4.17,,8.5,44.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-30T17:00:00+00:00
2018_04_CIN_ATL,nfl,NFL,2018,4,2018-09-30,ATL,CIN,36.0,37.0,1.558659217877095,2.6100000000000003,,3.5,52.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-30T17:00:00+00:00
2018_04_CLE_OAK,nfl,NFL,2018,4,2018-09-30,OAK,CLE,45.0,42.0,1.7407407407407407,2.2199999999999998,,2.5,44.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-30T20:05:00+00:00
2018_04_DET_DAL,nfl,NFL,2018,4,2018-09-30,DAL,DET,26.0,24.0,1.7142857142857144,2.27,,2.5,44.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-30T17:00:00+00:00
2018_04_HOU_IND,nfl,NFL,2018,4,2018-09-30,IND,HOU,34.0,37.0,2.04,1.8695652173913042,,-1.0,48.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-30T17:00:00+00:00
2018_04_MIA_NE,nfl,NFL,2018,4,2018-09-30,NE,MIA,38.0,7.0,1.3584229390681004,3.47,,6.5,50.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-30T17:00:00+00:00
2018_04_NO_NYG,nfl,NFL,2018,4,2018-09-30,NYG,NO,18.0,33.0,2.5300000000000002,1.5882352941176472,,-3.5,51.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-30T20:25:00+00:00
2018_04_NYJ_JAX,nfl,NFL,2018,4,2018-09-30,JAX,NYJ,31.0,12.0,1.2985074626865671,3.93,,7.5,40.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-30T17:00:00+00:00
2018_04_PHI_TEN,nfl,NFL,2018,4,2018-09-30,TEN,PHI,26.0,23.0,2.3200000000000003,1.6849315068493151,,-3.0,41.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-30T17:00:00+00:00
2018_04_SEA_ARI,nfl,NFL,2018,4,2018-09-30,ARI,SEA,17.0,20.0,2.73,1.5208333333333335,,-3.5,40.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-09-30T20:05:00+00:00
2018_04_SF_LAC,nfl,NFL,2018,4,2018-09-30,LAC,SF,29.0,27.0,1.233644859813084,4.68,,10.0,46.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-30T20:25:00+00:00
2018_04_TB_CHI,nfl,NFL,2018,4,2018-09-30,CHI,TB,48.0,10.0,1.7142857142857144,2.26,,3.0,46.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-09-30T17:00:00+00:00
2018_04_KC_DEN,nfl,NFL,2018,4,2018-10-01,DEN,KC,23.0,27.0,2.59,1.5681818181818183,,-3.5,53.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-02T00:15:00+00:00
2018_05_IND_NE,nfl,NFL,2018,5,2018-10-04,NE,IND,38.0,24.0,1.186219739292365,5.52,,10.5,49.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-05T00:20:00+00:00
2018_05_ARI_SF,nfl,NFL,2018,5,2018-10-07,SF,ARI,18.0,28.0,1.62111801242236,2.46,,3.0,40.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-07T20:25:00+00:00
2018_05_ATL_PIT,nfl,NFL,2018,5,2018-10-07,PIT,ATL,41.0,17.0,1.5555555555555556,2.62,,3.5,57.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-07T17:00:00+00:00
2018_05_BAL_CLE,nfl,NFL,2018,5,2018-10-07,CLE,BAL,12.0,9.0,2.54,1.5847953216374269,,-3.0,44.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-07T17:00:00+00:00
2018_05_DAL_HOU,nfl,NFL,2018,5,2018-10-07,HOU,DAL,19.0,16.0,1.5780346820809248,2.56,,3.5,45.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-08T00:20:00+00:00
2018_05_DEN_NYJ,nfl,NFL,2018,5,2018-10-07,NYJ,DEN,34.0,16.0,1.9615384615384617,1.9433962264150944,,-1.0,42.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-07T17:00:00+00:00
2018_05_GB_DET,nfl,NFL,2018,5,2018-10-07,DET,GB,31.0,23.0,1.8,2.1399999999999997,,1.0,50.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-07T17:00:00+00:00
2018_05_JAX_KC,nfl,NFL,2018,5,2018-10-07,KC,JAX,30.0,14.0,1.6944444444444444,2.31,,3.0,48.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-07T17:00:00+00:00
2018_05_LA_SEA,nfl,NFL,2018,5,2018-10-07,SEA,LA,31.0,33.0,3.77,1.3174603174603174,,-7.5,50.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-07T20:25:00+00:00
2018_05_MIA_CIN,nfl,NFL,2018,5,2018-10-07,CIN,MIA,27.0,17.0,1.392156862745098,3.27,,6.0,47.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-07T17:00:00+00:00
2018_05_MIN_PHI,nfl,NFL,2018,5,2018-10-07,PHI,MIN,21.0,23.0,1.5555555555555556,2.62,,3.5,48.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-07T20:25:00+00:00
2018_05_NYG_CAR,nfl,NFL,2018,5,2018-10-07,CAR,NYG,33.0,31.0,1.378787878787879,3.34,,7.0,43.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-07T17:00:00+00:00
2018_05_OAK_LAC,nfl,NFL,2018,5,2018-10-07,LAC,OAK,26.0,10.0,1.434782608695652,3.05,,5.5,52.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-07T20:05:00+00:00
2018_05_TEN_BUF,nfl,NFL,2018,5,2018-10-07,BUF,TEN,13.0,12.0,3.38,1.3717472118959106,,-6.0,38.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-07T17:00:00+00:00
2018_05_WAS_NO,nfl,NFL,2018,5,2018-10-08,NO,WAS,43.0,19.0,1.4,3.22,,5.5,51.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-09T00:15:00+00:00
2018_06_PHI_NYG,nfl,NFL,2018,6,2018-10-11,NYG,PHI,13.0,34.0,2.1399999999999997,1.7936507936507935,,-1.5,45.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-12T00:20:00+00:00
2018_06_ARI_MIN,nfl,NFL,2018,6,2018-10-14,MIN,ARI,27.0,17.0,1.2469135802469136,4.5,,10.0,43.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-14T17:00:00+00:00
2018_06_BAL_TEN,nfl,NFL,2018,6,2018-10-14,TEN,BAL,0.0,21.0,2.24,1.72992700729927,,-2.5,43.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-14T20:25:00+00:00
2018_06_BUF_HOU,nfl,NFL,2018,6,2018-10-14,HOU,BUF,20.0,13.0,1.2277904328018223,4.76,,10.5,40.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-14T17:00:00+00:00
2018_06_CAR_WAS,nfl,NFL,2018,6,2018-10-14,WAS,CAR,23.0,17.0,2.04,1.8695652173913042,,-1.0,44.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-14T17:00:00+00:00
2018_06_CHI_MIA,nfl,NFL,2018,6,2018-10-14,MIA,CHI,31.0,28.0,3.54,1.348432055749129,,-7.5,40.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-14T17:00:00+00:00
2018_06_IND_NYJ,nfl,NFL,2018,6,2018-10-14,NYJ,IND,42.0,34.0,1.6896551724137931,2.31,,2.5,47.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-14T17:00:00+00:00
2018_06_JAX_DAL,nfl,NFL,2018,6,2018-10-14,DAL,JAX,40.0,7.0,2.56,1.5780346820809248,,-3.0,39.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-14T20:25:00+00:00
2018_06_KC_NE,nfl,NFL,2018,6,2018-10-14,NE,KC,43.0,40.0,1.526315789473684,2.71,,4.0,59.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-15T00:20:00+00:00
2018_06_LAC_CLE,nfl,NFL,2018,6,2018-10-14,CLE,LAC,14.0,38.0,1.9523809523809523,1.9523809523809523,,1.0,47.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-14T17:00:00+00:00
2018_06_LA_DEN,nfl,NFL,2018,6,2018-10-14,DEN,LA,20.0,23.0,3.64,1.3333333333333333,,-7.0,50.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-14T20:05:00+00:00
2018_06_PIT_CIN,nfl,NFL,2018,6,2018-10-14,CIN,PIT,21.0,28.0,1.8849557522123894,2.0300000000000002,,1.0,49.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-14T17:00:00+00:00
2018_06_SEA_OAK,nfl,NFL,2018,6,2018-10-14,OAK,SEA,3.0,27.0,2.37,1.6578947368421053,,-3.0,47.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-14T17:00:00+00:00
2018_06_TB_ATL,nfl,NFL,2018,6,2018-10-14,ATL,TB,34.0,29.0,1.6289308176100628,2.44,,3.0,57.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-14T17:00:00+00:00
2018_06_SF_GB,nfl,NFL,2018,6,2018-10-15,GB,SF,33.0,30.0,1.2380952380952381,4.609999999999999,,9.0,46.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-16T00:15:00+00:00
2018_07_DEN_ARI,nfl,NFL,2018,7,2018-10-18,ARI,DEN,10.0,45.0,1.99009900990099,1.9090909090909092,,-1.0,42.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-19T00:20:00+00:00
2018_07_BUF_IND,nfl,NFL,2018,7,2018-10-21,IND,BUF,37.0,5.0,1.341296928327645,3.58,,7.0,43.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-21T17:00:00+00:00
2018_07_CAR_PHI,nfl,NFL,2018,7,2018-10-21,PHI,CAR,17.0,21.0,1.4424778761061947,3.02,,5.0,45.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-21T17:00:00+00:00
2018_07_CIN_KC,nfl,NFL,2018,7,2018-10-21,KC,CIN,45.0,10.0,1.3690036900369003,3.4,,6.5,56.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-22T00:20:00+00:00
2018_07_CLE_TB,nfl,NFL,2018,7,2018-10-21,TB,CLE,26.0,23.0,1.5524861878453038,2.63,,3.5,52.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-21T17:00:00+00:00
2018_07_DAL_WAS,nfl,NFL,2018,7,2018-10-21,WAS,DAL,20.0,17.0,2.1399999999999997,1.7936507936507935,,-1.5,40.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-21T20:25:00+00:00
2018_07_DET_MIA,nfl,NFL,2018,7,2018-10-21,MIA,DET,21.0,32.0,2.59,1.5649717514124295,,-3.0,47.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-21T17:00:00+00:00
2018_07_HOU_JAX,nfl,NFL,2018,7,2018-10-21,JAX,HOU,7.0,20.0,1.4761904761904763,2.88,,4.0,43.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-21T17:00:00+00:00
2018_07_LA_SF,nfl,NFL,2018,7,2018-10-21,SF,LA,10.0,39.0,4.38,1.2564102564102564,,-8.0,52.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-21T20:25:00+00:00
2018_07_MIN_NYJ,nfl,NFL,2018,7,2018-10-21,NYJ,MIN,17.0,37.0,2.5700000000000003,1.5714285714285714,,-3.5,45.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-21T17:00:00+00:00
2018_07_NE_CHI,nfl,NFL,2018,7,2018-10-21,CHI,NE,31.0,38.0,2.16,1.78125,,-1.0,49.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-21T17:00:00+00:00
2018_07_NO_BAL,nfl,NFL,2018,7,2018-10-21,BAL,NO,23.0,24.0,1.6993006993006992,2.29,,2.5,49.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-21T20:05:00+00:00
2018_07_TEN_LAC,nfl,NFL,2018,7,2018-10-21,LAC,TEN,20.0,19.0,1.3610108303249098,3.45,,6.5,46.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-22T01:30:00+00:00
2018_07_NYG_ATL,nfl,NFL,2018,7,2018-10-22,ATL,NYG,23.0,20.0,1.4784688995215312,2.87,,4.5,52.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-23T00:15:00+00:00
2018_08_MIA_HOU,nfl,NFL,2018,8,2018-10-25,HOU,MIA,42.0,23.0,1.2967359050445104,3.95,,7.5,45.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-26T00:20:00+00:00
2018_08_BAL_CAR,nfl,NFL,2018,8,2018-10-28,CAR,BAL,36.0,21.0,2.29,1.6993006993006992,,-2.5,44.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-28T17:00:00+00:00
2018_08_CLE_PIT,nfl,NFL,2018,8,2018-10-28,PIT,CLE,33.0,18.0,1.2645502645502646,4.279999999999999,,8.5,47.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-28T17:00:00+00:00
2018_08_DEN_KC,nfl,NFL,2018,8,2018-10-28,KC,DEN,30.0,23.0,1.2570694087403598,4.37,,8.5,53.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-28T17:00:00+00:00
2018_08_GB_LA,nfl,NFL,2018,8,2018-10-28,LA,GB,29.0,27.0,1.2941176470588236,3.97,,7.5,57.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-28T20:25:00+00:00
2018_08_IND_OAK,nfl,NFL,2018,8,2018-10-28,OAK,IND,28.0,42.0,2.65,1.5464480874316942,,-3.5,51.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-28T20:05:00+00:00
2018_08_NO_MIN,nfl,NFL,2018,8,2018-10-28,MIN,NO,20.0,30.0,2.1799999999999997,1.7692307692307692,,-2.5,53.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-29T00:20:00+00:00
2018_08_NYJ_CHI,nfl,NFL,2018,8,2018-10-28,CHI,NYJ,24.0,10.0,1.2857142857142856,4.05,,8.5,42.5,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-28T17:00:00+00:00
2018_08_PHI_JAX,nfl,NFL,2018,8,2018-10-28,JAX,PHI,18.0,24.0,2.8600000000000003,1.4807692307692308,,-4.0,44.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-29T01:30:00+00:00
2018_08_SEA_DET,nfl,NFL,2018,8,2018-10-28,DET,SEA,14.0,28.0,1.617283950617284,2.46,,3.0,47.5,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-28T17:00:00+00:00
2018_08_SF_ARI,nfl,NFL,2018,8,2018-10-28,ARI,SF,18.0,15.0,2.25,1.7246376811594204,,-2.5,40.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-28T20:25:00+00:00
2018_08_TB_CIN,nfl,NFL,2018,8,2018-10-28,CIN,TB,37.0,34.0,1.5208333333333335,2.73,,3.5,55.0,nflverse,2026-09-11T10:54:50.615246+00:00,H,2018-10-28T17:00:00+00:00
2018_08_WAS_NYG,nfl,NFL,2018,8,2018-10-28,NYG,WAS,13.0,20.0,1.9803921568627452,1.925925925925926,,-1.0,43.0,nflverse,2026-09-11T10:54:50.615246+00:00,A,2018-10-28T17:00:00+00:00
