sport,league,event_ticker,market_ticker,game_id,home_team,away_team,expiration_time,selection,yes_bid,yes_ask,implied_prob_mid,spread,yes_bid_size,yes_ask_size,volume,volume_24h,open_interest,status,source,fetched_at
soccer,EPL,KXEPLGAME-26SEP12AVLNFO,KXEPLGAME-26SEP12AVLNFO-NFO,,Aston Villa,Nott'm Forest,2026-09-12T17:00:00Z,away,0.29,0.3,0.295,0.01,7670.5,1402.59,4649.23,515.63,4362.63,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12AVLNFO,KXEPLGAME-26SEP12AVLNFO-TIE,,Aston Villa,Nott'm Forest,2026-09-12T17:00:00Z,draw,0.27,0.28,0.275,0.01,9644.08,1282.0,2651.26,1016.78,2399.68,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12AVLNFO,KXEPLGAME-26SEP12AVLNFO-AVL,,Aston Villa,Nott'm Forest,2026-09-12T17:00:00Z,home,0.41,0.43,0.42,0.02,14663.76,43482.4,21396.5,13071.09,19632.59,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12BOUBRE,KXEPLGAME-26SEP12BOUBRE-BRE,,Bournemouth,Brentford,2026-09-12T17:00:00Z,away,0.34,0.35,0.345,0.01,9367.43,19200.41,9730.86,4209.17,8728.71,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12BOUBRE,KXEPLGAME-26SEP12BOUBRE-TIE,,Bournemouth,Brentford,2026-09-12T17:00:00Z,draw,0.26,0.27,0.265,0.01,5184.33,20983.59,9471.19,1415.73,7197.35,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12BOUBRE,KXEPLGAME-26SEP12BOUBRE-BOU,,Bournemouth,Brentford,2026-09-12T17:00:00Z,home,0.38,0.39,0.385,0.01,10876.2,10834.14,11074.33,1437.59,5552.14,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12CFCHUL,KXEPLGAME-26SEP12CFCHUL-HUL,,Chelsea,Hull,2026-09-12T17:00:00Z,away,0.06,0.07,0.065,0.01,36621.61,11182.14,118319.76,20873.02,104361.39,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12CFCHUL,KXEPLGAME-26SEP12CFCHUL-TIE,,Chelsea,Hull,2026-09-12T17:00:00Z,draw,0.14,0.15,0.145,0.01,1146.92,107220.18,19738.27,1979.93,19060.89,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12CFCHUL,KXEPLGAME-26SEP12CFCHUL-CFC,,Chelsea,Hull,2026-09-12T17:00:00Z,home,0.79,0.8,0.795,0.01,237.05,70638.96,48696.81,19516.63,40228.69,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12CRYIPS,KXEPLGAME-26SEP12CRYIPS-IPS,,Crystal Palace,Ipswich,2026-09-12T17:00:00Z,away,0.23,0.24,0.235,0.01,18833.0,27524.74,4328.49,712.97,4146.04,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12CRYIPS,KXEPLGAME-26SEP12CRYIPS-TIE,,Crystal Palace,Ipswich,2026-09-12T17:00:00Z,draw,0.25,0.26,0.255,0.01,4921.84,53738.85,1374.51,316.3,1338.35,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12CRYIPS,KXEPLGAME-26SEP12CRYIPS-CRY,,Crystal Palace,Ipswich,2026-09-12T17:00:00Z,home,0.52,0.53,0.525,0.01,42.53,63888.28,6551.67,2457.8,5834.51,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12LFCFUL,KXEPLGAME-26SEP12LFCFUL-FUL,,Liverpool,Fulham,2026-09-12T17:00:00Z,away,0.13,0.14,0.135,0.01,12487.1,60976.1,17768.87,4417.08,16451.92,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12LFCFUL,KXEPLGAME-26SEP12LFCFUL-TIE,,Liverpool,Fulham,2026-09-12T17:00:00Z,draw,0.18,0.19,0.185,0.01,17423.17,58463.38,12980.62,3013.81,12767.78,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12LFCFUL,KXEPLGAME-26SEP12LFCFUL-LFC,,Liverpool,Fulham,2026-09-12T17:00:00Z,home,0.68,0.69,0.685,0.01,228.76,49253.48,116061.57,33350.18,96988.09,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12SUNARS,KXEPLGAME-26SEP12SUNARS-ARS,,Sunderland,Arsenal,2026-09-12T22:00:00Z,away,0.66,0.67,0.665,0.01,3740.1,19757.9,200667.84,88148.41,187650.16,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12SUNARS,KXEPLGAME-26SEP12SUNARS-TIE,,Sunderland,Arsenal,2026-09-12T22:00:00Z,draw,0.21,0.22,0.215,0.01,3192.35,50374.15,2257.27,1608.31,2246.86,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12SUNARS,KXEPLGAME-26SEP12SUNARS-SUN,,Sunderland,Arsenal,2026-09-12T22:00:00Z,home,0.11,0.12,0.1149999999999999,0.01,7788.59,13346.7,13567.04,4445.06,12449.05,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12TOTEVE,KXEPLGAME-26SEP12TOTEVE-EVE,,Tottenham,Everton,2026-09-12T19:30:00Z,away,0.26,0.27,0.265,0.01,19099.76,20855.76,25335.39,5290.84,21239.5,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12TOTEVE,KXEPLGAME-26SEP12TOTEVE-TIE,,Tottenham,Everton,2026-09-12T19:30:00Z,draw,0.26,0.27,0.265,0.01,687.0,53227.2,6286.1,843.71,3179.42,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP12TOTEVE,KXEPLGAME-26SEP12TOTEVE-TOT,,Tottenham,Everton,2026-09-12T19:30:00Z,home,0.47,0.48,0.475,0.01,61.87,47009.31,11805.0,6384.19,10661.44,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP13COVBRI,KXEPLGAME-26SEP13COVBRI-BRI,,Coventry,Brighton,2026-09-13T16:00:00Z,away,0.51,0.52,0.515,0.01,41.0,8586.96,5678.0,2152.8,5182.44,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP13COVBRI,KXEPLGAME-26SEP13COVBRI-TIE,,Coventry,Brighton,2026-09-13T16:00:00Z,draw,0.25,0.26,0.255,0.01,494.25,21097.0,471.56,203.47,446.81,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP13COVBRI,KXEPLGAME-26SEP13COVBRI-COV,,Coventry,Brighton,2026-09-13T16:00:00Z,home,0.23,0.24,0.235,0.01,53.0,17799.03,2530.8,175.78,2357.84,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP13MUNMCI,KXEPLGAME-26SEP13MUNMCI-MCI,,Man United,Man City,2026-09-13T18:30:00Z,away,0.45,0.46,0.455,0.01,35640.21,12769.22,112797.57,45138.97,73585.86,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP13MUNMCI,KXEPLGAME-26SEP13MUNMCI-TIE,,Man United,Man City,2026-09-13T18:30:00Z,draw,0.24,0.25,0.245,0.01,6048.04,59010.56,7351.86,3732.79,7037.4,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP13MUNMCI,KXEPLGAME-26SEP13MUNMCI-MUN,,Man United,Man City,2026-09-13T18:30:00Z,home,0.3,0.31,0.305,0.01,11245.19,39731.69,34330.4,14463.97,31550.9,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP14LEENEW,KXEPLGAME-26SEP14LEENEW-NEW,,Leeds,Newcastle,2026-09-14T22:00:00Z,away,0.32,0.33,0.325,0.01,598.32,5782.54,14992.68,1293.33,14599.47,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP14LEENEW,KXEPLGAME-26SEP14LEENEW-TIE,,Leeds,Newcastle,2026-09-14T22:00:00Z,draw,0.27,0.28,0.275,0.01,5.0,16053.06,1963.65,968.65,1653.46,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP14LEENEW,KXEPLGAME-26SEP14LEENEW-LEE,,Leeds,Newcastle,2026-09-14T22:00:00Z,home,0.39,0.4,0.395,0.01,4779.12,1676.0,1149.53,508.19,1073.81,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP18BRECFC,KXEPLGAME-26SEP18BRECFC-CFC,,Brentford,Chelsea,2026-09-18T22:00:00Z,away,0.39,0.41,0.4,0.02,7544.5,14750.45,7770.52,540.21,7566.28,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP18BRECFC,KXEPLGAME-26SEP18BRECFC-TIE,,Brentford,Chelsea,2026-09-18T22:00:00Z,draw,0.24,0.26,0.25,0.02,6164.0,15975.89,516.96,36.56,482.96,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP18BRECFC,KXEPLGAME-26SEP18BRECFC-BRE,,Brentford,Chelsea,2026-09-18T22:00:00Z,home,0.33,0.36,0.345,0.03,6216.06,16000.4,99.1,0.0,99.1,active,kalshi,2026-09-11T10:57:48.007354+00:00
soccer,EPL,KXEPLGAME-26SEP19BRIARS,KXEPLGAME-26SEP19BRIARS-ARS,,Brighton,Arsenal,2026-09-19T17:00:00Z,away,0.55,0.57,0.56,0.02,276.12,12343.54,31464.71,3997.6,28127.05,active,kalshi,2026-09-11T10:57:48.007354+00:00
