bet_id,placed_at,sport,league,game_id,matchup,market,selection,model_prob,model_version,market_odds_decimal,book,edge_pct,stake,kelly_fraction,status,closing_odds_decimal,clv_pct,result_logged_at,notes,mode,market_ticker,market_fair_prob,commence_time
fbd62357,2026-09-10T17:59:11.543244+00:00,nfl,NFL,KXNFLGAME-26SEP20NOBAL,NO @ BAL,moneyline,away,0.3277599355053759,nfl-elo-v2,4.545454545454546,kalshi,48.98178886608,1.0,0.0345384408671076,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP20NOBAL-NO,0.2171717171717171,2026-09-20T20:00:00Z
351579fe,2026-09-10T17:59:11.549209+00:00,nfl,NFL,KXNFLGAME-26SEP20GBNYJ,GB @ NYJ,moneyline,home,0.4365784962656577,nfl-elo-v2,3.125,kalshi,36.43078008301806,1.0,0.0428597412741388,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP20GBNYJ-NYJ,0.31,2026-09-20T20:00:00Z
33c98b56,2026-09-10T17:59:11.555062+00:00,nfl,NFL,KXNFLGAME-26SEP20CARATL,CAR @ ATL,moneyline,home,0.6185515497895828,nfl-elo-v2,1.851851851851852,kalshi,14.546583294367178,1.0,0.0426910596682515,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP20CARATL-ATL,0.5326633165829145,2026-09-20T20:00:00Z
437d6e88,2026-09-10T17:59:11.560831+00:00,nfl,NFL,KXNFLGAME-26SEP20MINCHI,MIN @ CHI,moneyline,away,0.4598325862415227,nfl-elo-v2,2.4390243902439024,kalshi,12.15428932720064,1.0,0.0211155026447129,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP20MINCHI-MIN,0.400990099009901,2026-09-20T20:00:00Z
4c94c890,2026-09-10T17:59:11.566811+00:00,nfl,NFL,KXNFLGAME-26SEP20PITNE,PIT @ NE,moneyline,away,0.4012365976282657,nfl-elo-v2,2.631578947368421,kalshi,5.588578323227811,1.0,0.0085631442049458,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP20PITNE-PIT,0.36318407960199,2026-09-20T20:00:00Z
e6952583,2026-09-10T17:59:11.572710+00:00,nfl,NFL,KXNFLGAME-26SEP20PHITEN,PHI @ TEN,moneyline,home,0.3649016674104671,nfl-elo-v2,3.2258064516129035,kalshi,17.710215293699093,1.0,0.0198919084820533,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP20PHITEN-TEN,0.305,2026-09-20T20:00:00Z
8785fe35,2026-09-10T17:59:11.578130+00:00,nfl,NFL,KXNFLGAME-26SEP14DENKC,DEN @ KC,moneyline,away,0.4868675472874395,nfl-elo-v2,2.272727272727273,kalshi,10.651715292599896,1.0,0.0209230121818926,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP14DENKC-DEN,0.435,2026-09-15T03:15:00Z
b6e22f5c,2026-09-10T17:59:11.584132+00:00,nfl,NFL,KXNFLGAME-26SEP13DALNYG,DAL @ NYG,moneyline,home,0.4889732916573452,nfl-elo-v2,2.4390243902439024,kalshi,19.261778453011047,1.0,0.0334632591768412,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP13DALNYG-NYG,0.400990099009901,2026-09-14T06:20:00Z
1855903a,2026-09-10T17:59:11.590123+00:00,nfl,NFL,KXNFLGAME-26SEP13MIALV,MIA @ LV,moneyline,away,0.5172470541141014,nfl-elo-v2,2.5,kalshi,29.31176352852536,1.0,0.0488529392142089,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP13MIALV-MIA,0.398989898989899,2026-09-13T23:25:00Z
a20b3797,2026-09-10T17:59:11.595726+00:00,nfl,NFL,KXNFLGAME-26SEP13GBMIN,GB @ MIN,moneyline,home,0.6004391909955906,nfl-elo-v2,1.851851851851852,kalshi,11.192442776961208,1.0,0.032847386410647,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP13GBMIN-MIN,0.5404040404040404,2026-09-13T23:25:00Z
efa8c354,2026-09-10T17:59:11.602922+00:00,nfl,NFL,KXNFLGAME-26SEP13ARILAC,ARI @ LAC,moneyline,away,0.2904124241426775,nfl-elo-v2,5.2631578947368425,kalshi,52.84864428561977,1.0,0.0309914889329251,pending,,,,model not cleared by backtest; shadow only,shadow,KXNFLGAME-26SEP13ARILAC-ARI,0.1868686868686868,2026-09-14T02:25:00Z
